Valor,m² construcción,Cuartos,Baños,Estacionamientos,Ubicación
"$7,900,000",172,3,3,2,"Huixquilucan, Ciudad de México"
"$2,392,000",82,2,2,1,"Atizapán de Zaragoza, Ciudad de México"
"$5,100,000",76,2,2,2,"Benito Juárez, Ciudad de México"
"$3,735,240",86,3,2,2,"Álvaro Obregón, Ciudad de México"
"$6,400,000",160,3,4,4,"Huixquilucan, Ciudad de México"
"$2,945,000",67,2,1,1,"Benito Juárez, Ciudad de México"
"$5,250,000",92,3,1,2,"Benito Juárez, Ciudad de México"
"$3,735,240",86,3,2,2,"Benito Juárez, Ciudad de México"
"$5,400,000",97,2,2,2,"Álvaro Obregón, Ciudad de México"
"$3,445,000",110,3,2,1,"Álvaro Obregón, Ciudad de México"
"$5,100,000",78,2,2,2,"Benito Juárez, Ciudad de México"
"$5,790,664",98,3,2,2,"Cuauhtémoc, Ciudad de México"
"$3,555,000",118,2,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$9,500,000",170,3,2,2,"Benito Juárez, Ciudad de México"
"$6,390,000",96,1,1,1,"Cuajimalpa de Morelos, Ciudad de México"
"$5,500,000",190,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$9,500,000",198,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$7,800,000",200,4,2,2,"Coyoacán, Ciudad de México"
"$5,300,000",180,3,3,2,"Álvaro Obregón, Ciudad de México"
"$2,150,000",95,3,2,1,"Atizapán de Zaragoza, Ciudad de México"
"$21,000,000",468,2,2,4,"Huixquilucan, Ciudad de México"
"$21,200,000",333,3,3,3,"Huixquilucan, Ciudad de México"
"$25,000,000",750,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$18,950,000",410,3,4,4,"Huixquilucan, Ciudad de México"
"$10,990,000",310,3,3,3,"Huixquilucan, Ciudad de México"
"$5,500,000",964,4,4,7,"Acolman, Ciudad de México"
"$26,000,000",505,3,3,4,"Huixquilucan, Ciudad de México"
"$18,000,000",510,4,3,3,"Huixquilucan, Ciudad de México"
"$13,800,000",390,3,3,3,"Huixquilucan, Ciudad de México"
"$12,450,000",324,3,3,2,"Álvaro Obregón, Ciudad de México"
"$45,000,000",850,4,5,9,"Álvaro Obregón, Ciudad de México"
"$10,900,000",385,3,3,3,"Huixquilucan, Ciudad de México"
"$14,000,000",340,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$21,460,000",370,3,3,4,"Huixquilucan, Ciudad de México"
"$28,120,000",588,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$13,800,000",390,3,3,3,"Huixquilucan, Ciudad de México"
"$18,850,000",430,3,3,3,"Huixquilucan, Ciudad de México"
"$13,990,000",320,3,3,3,"Huixquilucan, Ciudad de México"
"$21,600,000",486,3,4,4,"Huixquilucan, Ciudad de México"
"$22,000,000",360,3,3,3,"Huixquilucan, Ciudad de México"
"$15,000,000",420,3,3,4,"Huixquilucan, Ciudad de México"
"$14,600,000",396,3,3,4,"Tlalpan, Ciudad de México"
"$39,000,000",350,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$16,500,000",359,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$36,500,000",697,3,3,0,"Cuajimalpa de Morelos, Ciudad de México"
"$27,000,000",408,4,5,8,"Cuajimalpa de Morelos, Ciudad de México"
"$15,250,000",390,3,4,3,"Huixquilucan, Ciudad de México"
"$42,000,000",608,4,4,6,"Cuajimalpa de Morelos, Ciudad de México"
"$19,450,000",652,3,3,6,"Huixquilucan, Ciudad de México"
"$14,500,000",382,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$11,400,000",320,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$15,000,000",300,3,4,2,"Miguel Hidalgo, Ciudad de México"
"$13,600,000",445,7,4,9,"Tlalpan, Ciudad de México"
"$25,500,000",560,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$38,000,000",1270,3,4,6,"Tlalpan, Ciudad de México"
"$24,900,000",748,4,3,3,"Naucalpan de Juárez, Ciudad de México"
"$17,000,000",400,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$21,900,000",550,3,6,2,"Miguel Hidalgo, Ciudad de México"
"$8,999,000",340,3,4,4,"La Magdalena Contreras, Ciudad de México"
"$39,000,000",773,4,2,4,"Miguel Hidalgo, Ciudad de México"
"$12,300,000",404,3,3,3,"Huixquilucan, Ciudad de México"
"$17,200,000",650,3,3,3,"Coyoacán, Ciudad de México"
"$25,000,000",393,5,3,2,"Álvaro Obregón, Ciudad de México"
"$17,000,000",390,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$20,800,000",300,3,4,3,"Álvaro Obregón, Ciudad de México"
"$11,500,000",445,6,4,4,"Tlalpan, Ciudad de México"
"$11,500,000",299,3,3,4,"Álvaro Obregón, Ciudad de México"
"$16,900,000",330,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$9,200,000",365,4,3,6,"Naucalpan de Juárez, Ciudad de México"
"$17,900,000",500,3,3,4,"Tlalpan, Ciudad de México"
"$11,500,000",445,6,5,7,"Tlalpan, Ciudad de México"
"$13,600,000",445,7,4,9,"Tlalpan, Ciudad de México"
"$15,900,000",501,4,4,3,"Huixquilucan, Ciudad de México"
"$11,900,000",418,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$15,900,000",450,4,4,6,"Huixquilucan, Ciudad de México"
"$22,000,000",580,4,4,8,"Huixquilucan, Ciudad de México"
"$33,700,000",580,4,4,2,"Álvaro Obregón, Ciudad de México"
"$19,900,000",600,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$27,000,000",750,4,4,8,"Atizapán de Zaragoza, Ciudad de México"
"$12,400,000",432,4,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$21,000,000",589,4,3,5,"Huixquilucan, Ciudad de México"
"$12,250,000",371,3,3,3,"Huixquilucan, Ciudad de México"
"$25,000,000",750,4,4,8,"Atizapán de Zaragoza, Ciudad de México"
"$29,000,000",960,3,3,4,"Huixquilucan, Ciudad de México"
"$16,800,000",420,3,2,4,"Tlalpan, Ciudad de México"
"$10,000,000",400,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$38,800,000",440,5,4,3,"Coyoacán, Ciudad de México"
"$30,000,000",555,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$21,500,000",470,3,3,4,"Huixquilucan, Ciudad de México"
"$16,000,000",1000,6,8,6,"Tlalpan, Ciudad de México"
"$25,000,000",539,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$8,440,000",350,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$18,500,000",436,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$39,500,000",860,4,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$16,900,000",573,6,6,5,"Cuajimalpa de Morelos, Ciudad de México"
"$21,000,000",314,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$20,800,000",478,4,4,4,"Álvaro Obregón, Ciudad de México"
"$45,750,000",1135,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$27,500,000",559,3,3,6,"Álvaro Obregón, Ciudad de México"
"$35,000,000",1030,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$37,500,000",850,4,4,8,"Álvaro Obregón, Ciudad de México"
"$9,725,000",419,15,5,6,"Azcapotzalco, Ciudad de México"
"$79,000,000",1000,4,4,9,"Álvaro Obregón, Ciudad de México"
"$8,500,000",300,3,3,2,"Tlalpan, Ciudad de México"
"$6,900,000",300,3,3,3,"La Magdalena Contreras, Ciudad de México"
"$36,000,000",540,3,4,3,"Miguel Hidalgo, Ciudad de México"
"$15,700,000",480,3,3,2,"Álvaro Obregón, Ciudad de México"
"$44,820,000",800,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$17,200,000",423,3,3,2,"Álvaro Obregón, Ciudad de México"
"$8,750,000",350,5,4,3,"Tlalpan, Ciudad de México"
"$15,000,000",420,4,4,3,"Coyoacán, Ciudad de México"
"$7,390,000",322,5,2,5,"Tlalpan, Ciudad de México"
"$44,000,000",780,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$15,500,000",450,3,3,1,"Álvaro Obregón, Ciudad de México"
"$14,700,000",352,5,4,4,"Benito Juárez, Ciudad de México"
"$15,200,000",401,3,3,2,"Álvaro Obregón, Ciudad de México"
"$14,950,000",350,4,3,4,"Benito Juárez, Ciudad de México"
"$8,000,000",300,3,3,3,"Tlalpan, Ciudad de México"
"$42,000,000",576,3,3,4,"Álvaro Obregón, Ciudad de México"
"$27,320,000",697,5,7,5,"Álvaro Obregón, Ciudad de México"
"$18,000,000",600,4,4,4,"Huixquilucan, Ciudad de México"
"$10,500,000",410,4,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$10,500,000",360,3,3,3,"Álvaro Obregón, Ciudad de México"
"$12,290,000",520,3,2,2,"Álvaro Obregón, Ciudad de México"
"$13,500,000",400,4,4,3,"Huixquilucan, Ciudad de México"
"$8,650,000",378,3,2,2,"Huixquilucan, Ciudad de México"
"$7,800,000",330,4,4,3,"Xochimilco, Ciudad de México"
"$3,017,000",60,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$3,900,000",91,3,2,1,"Benito Juárez, Ciudad de México"
"$5,950,176",129,2,2,2,"Benito Juárez, Ciudad de México"
"$4,899,000",67,2,2,1,"Cuauhtémoc, Ciudad de México"
"$2,034,580",44,1,1,1,"Coyoacán, Ciudad de México"
"$2,181,041",56,2,1,1,"Iztacalco, Ciudad de México"
"$12,150,000",263,3,4,4,"Benito Juárez, Ciudad de México"
"$12,800,000",260,3,3,3,"Huixquilucan, Ciudad de México"
"$13,900,000",297,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$16,205,011",267,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$11,800,000",259,3,3,2,"Álvaro Obregón, Ciudad de México"
"$11,000,000",245,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$9,890,000",250,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$9,200,000",240,3,2,1,"Miguel Hidalgo, Ciudad de México"
"$13,000,000",251,3,3,4,"Álvaro Obregón, Ciudad de México"
"$25,154,000",270,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$8,850,000",240,3,3,2,"Huixquilucan, Ciudad de México"
"$14,800,000",297,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$11,000,000",250,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$3,768,000",71,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$3,856,163",199,4,2,1,"Iztapalapa, Ciudad de México"
"$3,650,000",97,3,2,1,"Álvaro Obregón, Ciudad de México"
"$3,650,000",97,3,2,1,"Álvaro Obregón, Ciudad de México"
"$4,150,000",98,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$6,600,000",107,2,2,2,"Cuauhtémoc, Ciudad de México"
"$5,100,000",106,2,2,2,"Coyoacán, Ciudad de México"
"$5,490,000",99,3,2,1,"Cuauhtémoc, Ciudad de México"
"$3,800,000",112,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$2,190,000",160,4,2,2,"Ecatepec de Morelos, Ciudad de México"
"$4,990,000",148,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$6,800,000",229,3,4,2,"Coyoacán, Ciudad de México"
"$2,570,000",90,3,1,1,"Coyoacán, Ciudad de México"
"$2,490,000",115,3,2,1,"Iztapalapa, Ciudad de México"
"$1,850,000",126,4,1,2,"Ecatepec de Morelos, Ciudad de México"
"$2,806,000",91,3,1,1,"Álvaro Obregón, Ciudad de México"
"$2,079,563",56,2,1,1,"Cuauhtémoc, Ciudad de México"
"$1,990,000",56,2,1,1,"Iztacalco, Ciudad de México"
"$2,337,317",60,2,2,1,"Cuauhtémoc, Ciudad de México"
"$3,403,362",62,2,2,1,"Benito Juárez, Ciudad de México"
"$4,237,080",96,2,2,2,"Benito Juárez, Ciudad de México"
"$9,500,000",225,3,2,3,"Huixquilucan, Ciudad de México"
"$12,500,000",322,3,3,3,"Huixquilucan, Ciudad de México"
"$19,850,000",400,3,3,4,"Huixquilucan, Ciudad de México"
"$9,975,000",344,3,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$12,800,000",316,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$17,900,000",330,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$18,000,000",410,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$15,000,000",348,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$16,900,000",305,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$13,500,000",300,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$19,390,000",392,3,2,2,"Álvaro Obregón, Ciudad de México"
"$18,000,000",445,3,4,3,"Huixquilucan, Ciudad de México"
"$14,000,000",300,3,3,2,"Huixquilucan, Ciudad de México"
"$10,500,000",479,3,3,4,"Xochimilco, Ciudad de México"
"$16,900,000",305,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$15,875,000",500,6,6,4,"Tlalpan, Ciudad de México"
"$12,000,000",385,5,5,5,"Texcoco, Ciudad de México"
"$4,500,000",312,4,2,2,"Tecámac, Ciudad de México"
"$17,800,000",468,3,3,4,"Huixquilucan, Ciudad de México"
"$15,490,000",345,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$19,500,000",422,4,4,3,"Naucalpan de Juárez, Ciudad de México"
"$14,000,000",300,4,4,4,"Coyoacán, Ciudad de México"
"$10,500,000",386,5,4,3,"La Magdalena Contreras, Ciudad de México"
"$9,850,000",300,3,3,3,"La Magdalena Contreras, Ciudad de México"
"$12,995,000",327,3,4,4,"Álvaro Obregón, Ciudad de México"
"$18,680,000",330,3,3,4,"Coyoacán, Ciudad de México"
"$8,500,000",300,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$11,500,000",338,3,2,4,"La Magdalena Contreras, Ciudad de México"
"$13,600,000",338,3,2,5,"La Magdalena Contreras, Ciudad de México"
"$16,000,000",350,3,4,8,"Tlalpan, Ciudad de México"
"$20,000,000",451,4,4,4,"La Magdalena Contreras, Ciudad de México"
"$18,500,000",350,4,4,5,"Álvaro Obregón, Ciudad de México"
"$12,200,000",350,4,4,4,"Tlalpan, Ciudad de México"
"$12,490,000",300,4,4,3,"Tlalpan, Ciudad de México"
"$19,900,000",354,3,3,4,"Tlalpan, Ciudad de México"
"$5,500,000",225,4,1,2,"Tlalnepantla de Baz, Ciudad de México"
"$6,800,000",230,4,4,3,"Huixquilucan, Ciudad de México"
"$9,200,000",234,3,3,2,"Huixquilucan, Ciudad de México"
"$12,800,000",220,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$11,500,000",230,3,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$32,000,000",232,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$14,000,000",216,1,2,3,"Miguel Hidalgo, Ciudad de México"
"$8,470,000",221,3,3,3,"La Magdalena Contreras, Ciudad de México"
"$10,500,000",164,2,2,4,"Benito Juárez, Ciudad de México"
"$10,499,999",210,2,2,3,"Álvaro Obregón, Ciudad de México"
"$4,900,000",205,5,2,5,"Tecámac, Ciudad de México"
"$15,410,000",246,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$17,340,000",277,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$16,194,803",277,3,4,1,"Huixquilucan, Ciudad de México"
"$13,500,000",290,2,2,3,"Cuajimalpa de Morelos, Ciudad de México"
"$17,900,000",280,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$10,800,000",247,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$9,400,000",256,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$8,100,000",280,3,3,2,"Coyoacán, Ciudad de México"
"$11,450,000",290,4,2,2,"Coyoacán, Ciudad de México"
"$19,500,000",228,3,4,3,"Miguel Hidalgo, Ciudad de México"
"$12,000,000",237,3,3,3,"Huixquilucan, Ciudad de México"
"$7,980,000",114,2,2,2,"Huixquilucan, Ciudad de México"
"$2,500,000",70,2,1,1,"Cuautitlán Izcalli, Ciudad de México"
"$13,000,000",195,3,3,2,"Huixquilucan, Ciudad de México"
"$10,500,000",181,2,2,2,"Tlalpan, Ciudad de México"
"$11,019,276",116,2,2,2,"Cuauhtémoc, Ciudad de México"
"$8,234,904",90,2,2,2,"Cuauhtémoc, Ciudad de México"
"$8,500,000",93,2,2,2,"Álvaro Obregón, Ciudad de México"
"$8,980,000",110,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$7,500,000",81,2,2,2,"Cuauhtémoc, Ciudad de México"
"$6,500,000",78,1,1,1,"Cuauhtémoc, Ciudad de México"
"$3,700,000",75,3,2,1,"Benito Juárez, Ciudad de México"
"$5,000,000",78,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$4,999,000",65,2,1,1,"Azcapotzalco, Ciudad de México"
"$5,400,000",70,2,2,1,"Cuauhtémoc, Ciudad de México"
"$5,103,600",66,2,2,2,"Álvaro Obregón, Ciudad de México"
"$4,500,000",88,2,1,2,"Álvaro Obregón, Ciudad de México"
"$8,711,464",162,3,2,2,"Huixquilucan, Ciudad de México"
"$8,855,000",161,3,2,2,"Huixquilucan, Ciudad de México"
"$13,000,000",205,3,3,2,"Huixquilucan, Ciudad de México"
"$11,400,000",195,3,3,2,"Huixquilucan, Ciudad de México"
"$7,200,000",160,3,3,2,"Huixquilucan, Ciudad de México"
"$19,000,000",168,3,5,2,"Miguel Hidalgo, Ciudad de México"
"$17,600,000",205,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$10,700,000",179,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$8,200,000",140,3,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$10,400,000",168,3,2,3,"Álvaro Obregón, Ciudad de México"
"$10,593,000",138,2,2,2,"Cuauhtémoc, Ciudad de México"
"$5,532,700",79,2,2,1,"Benito Juárez, Ciudad de México"
"$8,990,000",148,3,3,2,"Cuauhtémoc, Ciudad de México"
"$3,500,000",65,2,2,1,"Cuauhtémoc, Ciudad de México"
"$2,900,000",76,3,2,1,"Azcapotzalco, Ciudad de México"
"$7,870,410",209,3,3,2,"Huixquilucan, Ciudad de México"
"$11,300,000",103,2,2,2,"Cuauhtémoc, Ciudad de México"
"$8,503,865",124,3,2,2,"Miguel Hidalgo, Ciudad de México"
"$19,999,970",177,3,2,3,"Miguel Hidalgo, Ciudad de México"
"$10,750,000",175,6,3,4,"Benito Juárez, Ciudad de México"
"$3,100,000",74,2,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$14,497,000",231,3,3,2,"Benito Juárez, Ciudad de México"
"$9,950,000",228,3,2,2,"Huixquilucan, Ciudad de México"
"$13,600,000",220,3,3,3,"Benito Juárez, Ciudad de México"
"$11,500,000",220,3,3,2,"Benito Juárez, Ciudad de México"
"$6,341,900",78,2,2,2,"Huixquilucan, Ciudad de México"
"$2,983,000",102,3,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$7,980,000",115,2,2,2,"Huixquilucan, Ciudad de México"
"$2,450,000",63,3,2,1,"Iztacalco, Ciudad de México"
"$2,517,000",80,2,2,1,"Tlalnepantla de Baz, Ciudad de México"
"$3,047,000",100,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$8,900,000",100,1,1,1,"Miguel Hidalgo, Ciudad de México"
"$5,500,000",100,2,2,2,"Huixquilucan, Ciudad de México"
"$5,295,391",76,2,2,1,"Álvaro Obregón, Ciudad de México"
"$7,683,638",93,2,2,2,"Benito Juárez, Ciudad de México"
"$8,700,000",120,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$6,000,000",100,2,1,1,"Cuauhtémoc, Ciudad de México"
"$7,990,000",97,2,2,2,"Benito Juárez, Ciudad de México"
"$6,860,750",105,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$8,480,000",123,2,2,1,"Miguel Hidalgo, Ciudad de México"
"$7,000,000",100,3,2,2,"Benito Juárez, Ciudad de México"
"$6,100,000",100,2,2,2,"Álvaro Obregón, Ciudad de México"
"$7,600,000",111,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$5,487,158",78,2,2,2,"Benito Juárez, Ciudad de México"
"$5,133,000",107,2,2,2,"Coyoacán, Ciudad de México"
"$9,750,000",118,2,2,2,"Cuauhtémoc, Ciudad de México"
"$10,800,000",96,2,2,2,"Cuauhtémoc, Ciudad de México"
"$4,800,000",86,2,2,2,"Álvaro Obregón, Ciudad de México"
"$6,800,000",104,2,3,2,"Álvaro Obregón, Ciudad de México"
"$3,350,000",63,2,2,1,"Cuauhtémoc, Ciudad de México"
"$2,900,000",63,2,1,1,"Benito Juárez, Ciudad de México"
"$15,500,000",135,1,2,2,"Cuauhtémoc, Ciudad de México"
"$8,000,000",88,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$6,200,000",74,2,2,2,"Benito Juárez, Ciudad de México"
"$5,600,000",84,1,1,1,"Cuauhtémoc, Ciudad de México"
"$8,500,000",134,2,2,2,"Álvaro Obregón, Ciudad de México"
"$3,350,000",109,3,2,1,"Azcapotzalco, Ciudad de México"
"$6,400,000",90,2,2,1,"Benito Juárez, Ciudad de México"
"$6,500,000",100,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$8,900,000",96,2,2,2,"Cuauhtémoc, Ciudad de México"
"$6,000,000",110,3,3,2,"Tlalpan, Ciudad de México"
"$6,400,000",101,2,2,2,"Álvaro Obregón, Ciudad de México"
"$5,600,000",90,2,3,1,"Benito Juárez, Ciudad de México"
"$3,100,000",69,3,1,1,"Álvaro Obregón, Ciudad de México"
"$3,225,000",65,2,2,1,"Benito Juárez, Ciudad de México"
"$12,800,000",158,3,3,2,"Cuauhtémoc, Ciudad de México"
"$7,990,000",165,3,3,1,"Huixquilucan, Ciudad de México"
"$11,778,073",178,3,4,2,"Huixquilucan, Ciudad de México"
"$12,000,000",200,3,2,1,"Miguel Hidalgo, Ciudad de México"
"$11,500,000",200,3,3,2,"Huixquilucan, Ciudad de México"
"$10,089,000",194,3,3,2,"Huixquilucan, Ciudad de México"
"$14,182,000",206,3,3,3,"Huixquilucan, Ciudad de México"
"$7,800,000",138,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$8,600,000",175,3,2,2,"Benito Juárez, Ciudad de México"
"$6,940,000",139,3,2,1,"Benito Juárez, Ciudad de México"
"$13,990,000",182,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$16,000,000",180,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$20,000,000",196,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$16,600,000",145,3,2,3,"Miguel Hidalgo, Ciudad de México"
"$9,900,000",150,2,2,2,"Álvaro Obregón, Ciudad de México"
"$11,800,000",180,2,2,2,"Álvaro Obregón, Ciudad de México"
"$8,999,000",157,2,2,3,"Álvaro Obregón, Ciudad de México"
"$11,498,800",198,3,3,2,"Coyoacán, Ciudad de México"
"$8,500,000",170,2,2,2,"Cuajimalpa de Morelos, Ciudad de México"
"$15,300,000",174,2,2,2,"Miguel Hidalgo, Ciudad de México"
"$6,800,000",137,3,2,2,"Álvaro Obregón, Ciudad de México"
"$16,900,000",200,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$10,300,000",175,3,3,2,"Álvaro Obregón, Ciudad de México"
"$7,600,000",140,2,2,2,"Álvaro Obregón, Ciudad de México"
"$9,300,000",143,2,3,1,"Miguel Hidalgo, Ciudad de México"
"$4,072,000",83,2,2,2,"Coyoacán, Ciudad de México"
"$5,200,000",130,3,2,1,"Coyoacán, Ciudad de México"
"$4,268,700",94,2,3,1,"Coyoacán, Ciudad de México"
"$9,900,000",180,3,3,2,"Tlalpan, Ciudad de México"
"$7,800,000",138,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$7,490,000",170,3,2,2,"Benito Juárez, Ciudad de México"
"$5,800,000",120,2,2,2,"Tlalnepantla de Baz, Ciudad de México"
"$6,900,000",92,2,2,1,"Cuauhtémoc, Ciudad de México"
"$5,127,000",135,3,3,2,"Álvaro Obregón, Ciudad de México"
"$13,856,200",230,3,3,2,"Coyoacán, Ciudad de México"
"$7,990,000",225,4,2,2,"Tlalpan, Ciudad de México"
"$6,950,000",88,2,3,1,"Cuauhtémoc, Ciudad de México"
"$6,800,000",229,3,2,2,"Coyoacán, Ciudad de México"
"$7,980,000",180,3,2,2,"Benito Juárez, Ciudad de México"
"$4,490,000",100,3,2,2,"Coyoacán, Ciudad de México"
"$4,109,483",116,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$3,450,000",84,3,2,2,"Azcapotzalco, Ciudad de México"
"$7,200,000",212,4,3,0,"Coyoacán, Ciudad de México"
"$7,300,000",200,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$7,100,000",225,3,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$3,380,000",120,4,2,1,"Ecatepec de Morelos, Ciudad de México"
"$4,600,000",104,3,2,3,"Atizapán de Zaragoza, Ciudad de México"
"$6,900,000",125,4,2,2,"Tlalnepantla de Baz, Ciudad de México"
"$4,000,000",205,4,2,1,"Gustavo A. Madero, Ciudad de México"
"$8,500,000",215,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$5,500,000",151,2,2,2,"Xochimilco, Ciudad de México"
"$7,000,000",226,4,3,2,"Coyoacán, Ciudad de México"
"$3,950,000",120,3,3,2,"Tlalpan, Ciudad de México"
"$5,300,000",219,4,2,1,"Naucalpan de Juárez, Ciudad de México"
"$6,500,000",180,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$5,400,000",156,4,3,2,"Xochimilco, Ciudad de México"
"$7,200,000",230,4,3,2,"Tlalpan, Ciudad de México"
"$4,850,000",180,4,2,2,"Naucalpan de Juárez, Ciudad de México"
"$14,450,000",233,4,3,1,"Miguel Hidalgo, Ciudad de México"
"$11,300,000",215,4,3,3,"Coyoacán, Ciudad de México"
